match,player_name,line,over_price,under_price,market_name,agency,player_team
Arsenal v Leeds United,Cristhian Mosquera,0.5,1.66,NA,Player Shots,Bet365,Arsenal
Arsenal v Leeds United,Cristhian Mosquera,1.5,4,NA,Player Shots,Bet365,Arsenal
Arsenal v Leeds United,Cristhian Mosquera,2.5,11,NA,Player Shots,Bet365,Arsenal
Arsenal v Leeds United,Cristhian Mosquera,3.5,NA,NA,Player Shots,Bet365,Arsenal
Arsenal v Leeds United,Daniel James,0.5,1.4,2.75,Player Shots,Bet365,NA
Arsenal v Leeds United,Daniel James,0.5,1.4,NA,Player Shots,Bet365,NA
Arsenal v Leeds United,Daniel James,1.5,2.75,NA,Player Shots,Bet365,NA
Arsenal v Leeds United,Daniel James,2.5,7,NA,Player Shots,Bet365,NA
Arsenal v Leeds United,Daniel James,3.5,17,NA,Player Shots,Bet365,NA
Arsenal v Leeds United,Declan Rice,0.5,1.14,NA,Player Shots,Bet365,Arsenal
Arsenal v Leeds United,Declan Rice,1.5,1.66,2.1,Player Shots,Bet365,Arsenal
Arsenal v Leeds United,Declan Rice,1.5,1.66,NA,Player Shots,Bet365,Arsenal
Arsenal v Leeds United,Declan Rice,2.5,3,NA,Player Shots,Bet365,Arsenal
Arsenal v Leeds United,Declan Rice,3.5,6,NA,Player Shots,Bet365,Arsenal
Arsenal v Leeds United,Degnand Gnonto,0.5,1.33,NA,Player Shots,Bet365,NA
Arsenal v Leeds United,Degnand Gnonto,1.5,2.5,1.5,Player Shots,Bet365,NA
Arsenal v Leeds United,Degnand Gnonto,1.5,2.5,NA,Player Shots,Bet365,NA
Arsenal v Leeds United,Degnand Gnonto,2.5,5.5,NA,Player Shots,Bet365,NA
Arsenal v Leeds United,Degnand Gnonto,3.5,15,NA,Player Shots,Bet365,NA
Arsenal v Leeds United,Dominic Calvert-Lewin,0.5,1.18,NA,Player Shots,Bet365,NA
Arsenal v Leeds United,Dominic Calvert-Lewin,1.5,1.8,NA,Player Shots,Bet365,NA
Arsenal v Leeds United,Dominic Calvert-Lewin,2.5,3.4,NA,Player Shots,Bet365,NA
Arsenal v Leeds United,Dominic Calvert-Lewin,3.5,7,NA,Player Shots,Bet365,NA
Arsenal v Leeds United,Ethan Nwaneri,0.5,1.025,NA,Player Shots,Bet365,Arsenal
Arsenal v Leeds United,Ethan Nwaneri,1.5,1.16,NA,Player Shots,Bet365,Arsenal
Arsenal v Leeds United,Ethan Nwaneri,2.5,1.5,NA,Player Shots,Bet365,Arsenal
Arsenal v Leeds United,Ethan Nwaneri,3.5,2.2,NA,Player Shots,Bet365,Arsenal
Arsenal v Leeds United,Gabriel Gudmundsson,0.5,2.1,NA,Player Shots,Bet365,NA
Arsenal v Leeds United,Gabriel Gudmundsson,1.5,6.5,NA,Player Shots,Bet365,NA
Arsenal v Leeds United,Gabriel Gudmundsson,2.5,19,NA,Player Shots,Bet365,NA
Arsenal v Leeds United,Gabriel Gudmundsson,3.5,NA,NA,Player Shots,Bet365,NA
Arsenal v Leeds United,Gabriel Magalh<c3><a3>es,0.5,1.33,NA,Player Shots,Bet365,NA
Arsenal v Leeds United,Gabriel Magalh<c3><a3>es,1.5,2.37,NA,Player Shots,Bet365,NA
Arsenal v Leeds United,Gabriel Magalh<c3><a3>es,2.5,5.5,NA,Player Shots,Bet365,NA
Arsenal v Leeds United,Gabriel Magalh<c3><a3>es,3.5,13,NA,Player Shots,Bet365,NA
Arsenal v Leeds United,Gabriel Martinelli,0.5,1.04,NA,Player Shots,Bet365,Arsenal
Arsenal v Leeds United,Gabriel Martinelli,1.5,1.22,NA,Player Shots,Bet365,Arsenal
Arsenal v Leeds United,Gabriel Martinelli,2.5,1.66,2.1,Player Shots,Bet365,Arsenal
Arsenal v Leeds United,Gabriel Martinelli,2.5,1.66,NA,Player Shots,Bet365,Arsenal
Arsenal v Leeds United,Gabriel Martinelli,3.5,2.62,NA,Player Shots,Bet365,Arsenal
Arsenal v Leeds United,Harry Gray,0.5,1.4,NA,Player Shots,Bet365,NA
Arsenal v Leeds United,Harry Gray,1.5,2.62,NA,Player Shots,Bet365,NA
Arsenal v Leeds United,Harry Gray,2.5,6,NA,Player Shots,Bet365,NA
Arsenal v Leeds United,Harry Gray,3.5,15,NA,Player Shots,Bet365,NA
Arsenal v Leeds United,Ilia Gruev,0.5,2.1,NA,Player Shots,Bet365,NA
Arsenal v Leeds United,Ilia Gruev,1.5,6.5,NA,Player Shots,Bet365,NA
Arsenal v Leeds United,Ilia Gruev,2.5,19,NA,Player Shots,Bet365,NA
Arsenal v Leeds United,Ilia Gruev,3.5,NA,NA,Player Shots,Bet365,NA
Arsenal v Leeds United,Isaac Schmidt,0.5,2.37,NA,Player Shots,Bet365,NA
Arsenal v Leeds United,Isaac Schmidt,1.5,8,NA,Player Shots,Bet365,NA
Arsenal v Leeds United,Isaac Schmidt,2.5,21,NA,Player Shots,Bet365,NA
Arsenal v Leeds United,Isaac Schmidt,3.5,NA,NA,Player Shots,Bet365,NA
Arsenal v Leeds United,Jack Harrison,0.5,1.5,NA,Player Shots,Bet365,NA
Arsenal v Leeds United,Jack Harrison,1.5,3.25,NA,Player Shots,Bet365,NA
Arsenal v Leeds United,Jack Harrison,2.5,8,NA,Player Shots,Bet365,NA
Arsenal v Leeds United,Jack Harrison,3.5,21,NA,Player Shots,Bet365,NA
Arsenal v Leeds United,Jaka Bijol,0.5,2.2,NA,Player Shots,Bet365,NA
Arsenal v Leeds United,Jaka Bijol,1.5,7,NA,Player Shots,Bet365,NA
Arsenal v Leeds United,Jaka Bijol,2.5,21,NA,Player Shots,Bet365,NA
Arsenal v Leeds United,Jaka Bijol,3.5,NA,NA,Player Shots,Bet365,NA
Arsenal v Leeds United,Jakub Kiwior,0.5,2,NA,Player Shots,Bet365,Arsenal
Arsenal v Leeds United,Jakub Kiwior,1.5,5.5,NA,Player Shots,Bet365,Arsenal
Arsenal v Leeds United,Jakub Kiwior,2.5,19,NA,Player Shots,Bet365,Arsenal
Arsenal v Leeds United,Jakub Kiwior,3.5,NA,NA,Player Shots,Bet365,Arsenal
Arsenal v Leeds United,Jayden Bogle,0.5,1.83,NA,Player Shots,Bet365,NA
Arsenal v Leeds United,Jayden Bogle,1.5,5,NA,Player Shots,Bet365,NA
Arsenal v Leeds United,Jayden Bogle,2.5,15,NA,Player Shots,Bet365,NA
Arsenal v Leeds United,Jayden Bogle,3.5,NA,NA,Player Shots,Bet365,NA
Arsenal v Leeds United,Joe Rodon,0.5,4.33,1.2,Player Shots,Bet365,NA
Arsenal v Leeds United,Joe Rodon,0.5,4.33,NA,Player Shots,Bet365,NA
Arsenal v Leeds United,Joe Rodon,1.5,21,NA,Player Shots,Bet365,NA
Arsenal v Leeds United,Joe Rodon,2.5,NA,NA,Player Shots,Bet365,NA
Arsenal v Leeds United,Joe Rodon,3.5,NA,NA,Player Shots,Bet365,NA
Arsenal v Leeds United,Joel Piroe,0.5,1.33,NA,Player Shots,Bet365,NA
Arsenal v Leeds United,Joel Piroe,1.5,2.5,1.5,Player Shots,Bet365,NA
Arsenal v Leeds United,Joel Piroe,1.5,2.5,NA,Player Shots,Bet365,NA
Arsenal v Leeds United,Joel Piroe,2.5,5.5,NA,Player Shots,Bet365,NA
Arsenal v Leeds United,Joel Piroe,3.5,15,NA,Player Shots,Bet365,NA
Arsenal v Leeds United,Jurrien Timber,0.5,1.83,NA,Player Shots,Bet365,Arsenal
Arsenal v Leeds United,Jurrien Timber,1.5,5,NA,Player Shots,Bet365,Arsenal
Arsenal v Leeds United,Jurrien Timber,2.5,15,NA,Player Shots,Bet365,Arsenal
Arsenal v Leeds United,Jurrien Timber,3.5,NA,NA,Player Shots,Bet365,Arsenal
Arsenal v Leeds United,Largie Ramazani,0.5,1.53,NA,Player Shots,Bet365,NA
Arsenal v Leeds United,Largie Ramazani,1.5,3.4,NA,Player Shots,Bet365,NA
Arsenal v Leeds United,Largie Ramazani,2.5,9,NA,Player Shots,Bet365,NA
Arsenal v Leeds United,Largie Ramazani,3.5,21,NA,Player Shots,Bet365,NA
Arsenal v Leeds United,Leandro Trossard,0.5,1.025,NA,Player Shots,Bet365,Arsenal
Arsenal v Leeds United,Leandro Trossard,1.5,1.16,NA,Player Shots,Bet365,Arsenal
Arsenal v Leeds United,Leandro Trossard,2.5,1.5,NA,Player Shots,Bet365,Arsenal
Arsenal v Leeds United,Leandro Trossard,3.5,2.2,NA,Player Shots,Bet365,Arsenal
Arsenal v Leeds United,Lukas Nmecha,0.5,1.14,NA,Player Shots,Bet365,NA
Arsenal v Leeds United,Lukas Nmecha,1.5,1.66,NA,Player Shots,Bet365,NA
Arsenal v Leeds United,Lukas Nmecha,2.5,2.75,NA,Player Shots,Bet365,NA
Arsenal v Leeds United,Lukas Nmecha,3.5,6,NA,Player Shots,Bet365,NA
Arsenal v Leeds United,Martin <c3><98>degaard,0.5,1.071,NA,Player Shots,Bet365,NA
Arsenal v Leeds United,Martin <c3><98>degaard,1.5,1.4,NA,Player Shots,Bet365,NA
Arsenal v Leeds United,Martin <c3><98>degaard,2.5,2.1,1.66,Player Shots,Bet365,NA
Arsenal v Leeds United,Martin <c3><98>degaard,2.5,2.1,NA,Player Shots,Bet365,NA
Arsenal v Leeds United,Martin <c3><98>degaard,3.5,3.75,NA,Player Shots,Bet365,NA
Arsenal v Leeds United,Martin Zubimendi,0.5,1.33,NA,Player Shots,Bet365,NA
Arsenal v Leeds United,Martin Zubimendi,1.5,2.37,NA,Player Shots,Bet365,NA
Arsenal v Leeds United,Martin Zubimendi,2.5,5.5,NA,Player Shots,Bet365,NA
Arsenal v Leeds United,Martin Zubimendi,3.5,13,NA,Player Shots,Bet365,NA
Arsenal v Leeds United,Max Dowman,0.5,1.05,NA,Player Shots,Bet365,NA
Arsenal v Leeds United,Max Dowman,1.5,1.25,NA,Player Shots,Bet365,NA
Arsenal v Leeds United,Max Dowman,2.5,1.72,NA,Player Shots,Bet365,NA
Arsenal v Leeds United,Max Dowman,3.5,2.75,NA,Player Shots,Bet365,NA
Arsenal v Leeds United,Mikel Merino,0.5,1.025,NA,Player Shots,Bet365,Arsenal
Arsenal v Leeds United,Mikel Merino,1.5,1.16,NA,Player Shots,Bet365,Arsenal
Arsenal v Leeds United,Mikel Merino,2.5,1.5,NA,Player Shots,Bet365,Arsenal
Arsenal v Leeds United,Mikel Merino,3.5,2.2,NA,Player Shots,Bet365,Arsenal
Arsenal v Leeds United,Myles Lewis-Skelly,0.5,1.57,NA,Player Shots,Bet365,Arsenal
Arsenal v Leeds United,Myles Lewis-Skelly,1.5,3.5,NA,Player Shots,Bet365,Arsenal
Arsenal v Leeds United,Myles Lewis-Skelly,2.5,10,NA,Player Shots,Bet365,Arsenal
Arsenal v Leeds United,Myles Lewis-Skelly,3.5,21,NA,Player Shots,Bet365,Arsenal
Arsenal v Leeds United,Noah Okafor,0.5,1.33,NA,Player Shots,Bet365,NA
Arsenal v Leeds United,Noah Okafor,1.5,2.37,NA,Player Shots,Bet365,NA
Arsenal v Leeds United,Noah Okafor,2.5,5.5,NA,Player Shots,Bet365,NA
Arsenal v Leeds United,Noah Okafor,3.5,13,NA,Player Shots,Bet365,NA
Arsenal v Leeds United,Noni Madueke,0.5,1.025,NA,Player Shots,Bet365,Arsenal
Arsenal v Leeds United,Noni Madueke,1.5,1.16,NA,Player Shots,Bet365,Arsenal
Arsenal v Leeds United,Noni Madueke,2.5,1.53,NA,Player Shots,Bet365,Arsenal
Arsenal v Leeds United,Noni Madueke,3.5,2.2,NA,Player Shots,Bet365,Arsenal
Arsenal v Leeds United,Oleksandr Zinchenko,0.5,1.25,NA,Player Shots,Bet365,Arsenal
Arsenal v Leeds United,Oleksandr Zinchenko,1.5,2.1,NA,Player Shots,Bet365,Arsenal
Arsenal v Leeds United,Oleksandr Zinchenko,2.5,4.33,NA,Player Shots,Bet365,Arsenal
Arsenal v Leeds United,Oleksandr Zinchenko,3.5,11,NA,Player Shots,Bet365,Arsenal
Arsenal v Leeds United,Pascal Struijk,0.5,2,NA,Player Shots,Bet365,NA
Arsenal v Leeds United,Pascal Struijk,1.5,6,NA,Player Shots,Bet365,NA
Arsenal v Leeds United,Pascal Struijk,2.5,19,NA,Player Shots,Bet365,NA
Arsenal v Leeds United,Pascal Struijk,3.5,NA,NA,Player Shots,Bet365,NA
Arsenal v Leeds United,Reiss Nelson,0.5,1.05,NA,Player Shots,Bet365,Arsenal
Arsenal v Leeds United,Reiss Nelson,1.5,1.25,NA,Player Shots,Bet365,Arsenal
Arsenal v Leeds United,Reiss Nelson,2.5,1.72,NA,Player Shots,Bet365,Arsenal
Arsenal v Leeds United,Reiss Nelson,3.5,2.75,NA,Player Shots,Bet365,Arsenal
Arsenal v Leeds United,Rhys Chadwick,0.5,2.37,NA,Player Shots,Bet365,NA
Arsenal v Leeds United,Rhys Chadwick,1.5,8,NA,Player Shots,Bet365,NA
Arsenal v Leeds United,Rhys Chadwick,2.5,21,NA,Player Shots,Bet365,NA
Arsenal v Leeds United,Rhys Chadwick,3.5,NA,NA,Player Shots,Bet365,NA
Arsenal v Leeds United,Riccardo Calafiori,0.5,1.83,NA,Player Shots,Bet365,Arsenal
Arsenal v Leeds United,Riccardo Calafiori,1.5,5,NA,Player Shots,Bet365,Arsenal
Arsenal v Leeds United,Riccardo Calafiori,2.5,15,NA,Player Shots,Bet365,Arsenal
Arsenal v Leeds United,Riccardo Calafiori,3.5,NA,NA,Player Shots,Bet365,Arsenal
Arsenal v Leeds United,Sam Byram,0.5,3.5,NA,Player Shots,Bet365,NA
Arsenal v Leeds United,Sam Byram,1.5,15,NA,Player Shots,Bet365,NA
Arsenal v Leeds United,Sam Byram,2.5,NA,NA,Player Shots,Bet365,NA
Arsenal v Leeds United,Sam Byram,3.5,NA,NA,Player Shots,Bet365,NA
Arsenal v Leeds United,Sean Longstaff,0.5,2.37,NA,Player Shots,Bet365,NA
Arsenal v Leeds United,Sean Longstaff,1.5,8,NA,Player Shots,Bet365,NA
Arsenal v Leeds United,Sean Longstaff,2.5,21,NA,Player Shots,Bet365,NA
Arsenal v Leeds United,Sean Longstaff,3.5,NA,NA,Player Shots,Bet365,NA
Arsenal v Leeds United,Sebastiaan Bornauw,0.5,2.2,NA,Player Shots,Bet365,NA
Arsenal v Leeds United,Sebastiaan Bornauw,1.5,7,NA,Player Shots,Bet365,NA
Arsenal v Leeds United,Sebastiaan Bornauw,2.5,21,NA,Player Shots,Bet365,NA
Arsenal v Leeds United,Sebastiaan Bornauw,3.5,NA,NA,Player Shots,Bet365,NA
Arsenal v Leeds United,Viktor Gyokeres,0.5,1.012,NA,Player Shots,Bet365,NA
Arsenal v Leeds United,Viktor Gyokeres,1.5,1.1,NA,Player Shots,Bet365,NA
Arsenal v Leeds United,Viktor Gyokeres,2.5,1.33,NA,Player Shots,Bet365,NA
Arsenal v Leeds United,Viktor Gyokeres,3.5,1.8,1.9,Player Shots,Bet365,NA
Arsenal v Leeds United,Viktor Gyokeres,3.5,1.8,NA,Player Shots,Bet365,NA
Arsenal v Leeds United,William Saliba,0.5,3.5,1.28,Player Shots,Bet365,Arsenal
Arsenal v Leeds United,William Saliba,0.5,3.5,NA,Player Shots,Bet365,Arsenal
Arsenal v Leeds United,William Saliba,1.5,15,NA,Player Shots,Bet365,Arsenal
Arsenal v Leeds United,William Saliba,2.5,NA,NA,Player Shots,Bet365,Arsenal
Arsenal v Leeds United,William Saliba,3.5,NA,NA,Player Shots,Bet365,Arsenal
Everton v Brighton & Hove Albion,Adam Aznou,0.5,1.83,NA,Player Shots,Bet365,Everton
Everton v Brighton & Hove Albion,Adam Aznou,1.5,5,NA,Player Shots,Bet365,Everton
Everton v Brighton & Hove Albion,Adam Aznou,2.5,15,NA,Player Shots,Bet365,Everton
Everton v Brighton & Hove Albion,Adam Aznou,3.5,NA,NA,Player Shots,Bet365,Everton
Everton v Brighton & Hove Albion,Beto,0.5,1.04,NA,Player Shots,Bet365,Everton
Everton v Brighton & Hove Albion,Beto,1.5,1.25,NA,Player Shots,Bet365,Everton
Everton v Brighton & Hove Albion,Beto,2.5,1.72,2,Player Shots,Bet365,Everton
Everton v Brighton & Hove Albion,Beto,2.5,1.72,NA,Player Shots,Bet365,Everton
Everton v Brighton & Hove Albion,Beto,3.5,2.75,NA,Player Shots,Bet365,Everton
Everton v Brighton & Hove Albion,Brajan Gruda,0.5,1.33,NA,Player Shots,Bet365,Brighton & Hove Albion
Everton v Brighton & Hove Albion,Brajan Gruda,1.5,2.37,NA,Player Shots,Bet365,Brighton & Hove Albion
Everton v Brighton & Hove Albion,Brajan Gruda,2.5,5.5,NA,Player Shots,Bet365,Brighton & Hove Albion
Everton v Brighton & Hove Albion,Brajan Gruda,3.5,13,NA,Player Shots,Bet365,Brighton & Hove Albion
Everton v Brighton & Hove Albion,Carlos Alcaraz,0.5,1.14,NA,Player Shots,Bet365,Everton
Everton v Brighton & Hove Albion,Carlos Alcaraz,1.5,1.66,2.1,Player Shots,Bet365,Everton
Everton v Brighton & Hove Albion,Carlos Alcaraz,1.5,1.66,NA,Player Shots,Bet365,Everton
Everton v Brighton & Hove Albion,Carlos Alcaraz,2.5,3,NA,Player Shots,Bet365,Everton
Everton v Brighton & Hove Albion,Carlos Alcaraz,3.5,6,NA,Player Shots,Bet365,Everton
Everton v Brighton & Hove Albion,Carlos Baleba,0.5,1.36,NA,Player Shots,Bet365,Brighton & Hove Albion
Everton v Brighton & Hove Albion,Carlos Baleba,1.5,2.62,1.44,Player Shots,Bet365,Brighton & Hove Albion
Everton v Brighton & Hove Albion,Carlos Baleba,1.5,2.62,NA,Player Shots,Bet365,Brighton & Hove Albion
Everton v Brighton & Hove Albion,Carlos Baleba,2.5,6,NA,Player Shots,Bet365,Brighton & Hove Albion
Everton v Brighton & Hove Albion,Carlos Baleba,3.5,15,NA,Player Shots,Bet365,Brighton & Hove Albion
Everton v Brighton & Hove Albion,Charalambos Kostoulas,0.5,1.04,NA,Player Shots,Bet365,NA
Everton v Brighton & Hove Albion,Charalambos Kostoulas,1.5,1.25,NA,Player Shots,Bet365,NA
Everton v Brighton & Hove Albion,Charalambos Kostoulas,2.5,1.72,NA,Player Shots,Bet365,NA
Everton v Brighton & Hove Albion,Charalambos Kostoulas,3.5,2.75,NA,Player Shots,Bet365,NA
Everton v Brighton & Hove Albion,Danny Welbeck,0.5,1.083,NA,Player Shots,Bet365,Brighton & Hove Albion
Everton v Brighton & Hove Albion,Danny Welbeck,1.5,1.4,NA,Player Shots,Bet365,Brighton & Hove Albion
Everton v Brighton & Hove Albion,Danny Welbeck,2.5,2.2,1.61,Player Shots,Bet365,Brighton & Hove Albion
Everton v Brighton & Hove Albion,Danny Welbeck,2.5,2.2,NA,Player Shots,Bet365,Brighton & Hove Albion
Everton v Brighton & Hove Albion,Danny Welbeck,3.5,4,NA,Player Shots,Bet365,Brighton & Hove Albion
Everton v Brighton & Hove Albion,Diego Coppola,0.5,1.83,NA,Player Shots,Bet365,Brighton & Hove Albion
Everton v Brighton & Hove Albion,Diego Coppola,1.5,5,NA,Player Shots,Bet365,Brighton & Hove Albion
Everton v Brighton & Hove Albion,Diego Coppola,2.5,15,NA,Player Shots,Bet365,Brighton & Hove Albion
Everton v Brighton & Hove Albion,Diego Coppola,3.5,NA,NA,Player Shots,Bet365,Brighton & Hove Albion
Everton v Brighton & Hove Albion,Diego Gomez,0.5,1.2,NA,Player Shots,Bet365,NA
Everton v Brighton & Hove Albion,Diego Gomez,1.5,1.83,NA,Player Shots,Bet365,NA
Everton v Brighton & Hove Albion,Diego Gomez,2.5,3.75,NA,Player Shots,Bet365,NA
Everton v Brighton & Hove Albion,Diego Gomez,3.5,8,NA,Player Shots,Bet365,NA
Everton v Brighton & Hove Albion,Dwight McNeil,0.5,1.2,NA,Player Shots,Bet365,Everton
Everton v Brighton & Hove Albion,Dwight McNeil,1.5,1.83,NA,Player Shots,Bet365,Everton
Everton v Brighton & Hove Albion,Dwight McNeil,2.5,3.75,NA,Player Shots,Bet365,Everton
Everton v Brighton & Hove Albion,Dwight McNeil,3.5,8,NA,Player Shots,Bet365,Everton
Everton v Brighton & Hove Albion,Ferdi ,0.5,1.66,NA,Player Shots,Bet365,NA
Everton v Brighton & Hove Albion,Ferdi ,1.5,4,NA,Player Shots,Bet365,NA
Everton v Brighton & Hove Albion,Ferdi ,2.5,11,NA,Player Shots,Bet365,NA
Everton v Brighton & Hove Albion,Ferdi ,3.5,NA,NA,Player Shots,Bet365,NA
Everton v Brighton & Hove Albion,Georginio Rutter,0.5,1.062,NA,Player Shots,Bet365,Brighton & Hove Albion
Everton v Brighton & Hove Albion,Georginio Rutter,1.5,1.33,NA,Player Shots,Bet365,Brighton & Hove Albion
Everton v Brighton & Hove Albion,Georginio Rutter,2.5,1.9,1.8,Player Shots,Bet365,Brighton & Hove Albion
Everton v Brighton & Hove Albion,Georginio Rutter,2.5,1.9,NA,Player Shots,Bet365,Brighton & Hove Albion
Everton v Brighton & Hove Albion,Georginio Rutter,3.5,3.4,NA,Player Shots,Bet365,Brighton & Hove Albion
Everton v Brighton & Hove Albion,Harrison Armstrong,0.5,1.61,NA,Player Shots,Bet365,Everton
Everton v Brighton & Hove Albion,Harrison Armstrong,1.5,3.75,NA,Player Shots,Bet365,Everton
Everton v Brighton & Hove Albion,Harrison Armstrong,2.5,11,NA,Player Shots,Bet365,Everton
Everton v Brighton & Hove Albion,Harrison Armstrong,3.5,21,NA,Player Shots,Bet365,Everton
Everton v Brighton & Hove Albion,Idrissa Gueye,0.5,1.72,2,Player Shots,Bet365,Everton
Everton v Brighton & Hove Albion,Idrissa Gueye,0.5,1.72,NA,Player Shots,Bet365,Everton
Everton v Brighton & Hove Albion,Idrissa Gueye,1.5,4.33,NA,Player Shots,Bet365,Everton
Everton v Brighton & Hove Albion,Idrissa Gueye,2.5,13,NA,Player Shots,Bet365,Everton
Everton v Brighton & Hove Albion,Idrissa Gueye,3.5,NA,NA,Player Shots,Bet365,Everton
Everton v Brighton & Hove Albion,Igor,0.5,2.25,NA,Player Shots,Bet365,Brighton & Hove Albion
Everton v Brighton & Hove Albion,Igor,1.5,8,NA,Player Shots,Bet365,Brighton & Hove Albion
Everton v Brighton & Hove Albion,Igor,2.5,21,NA,Player Shots,Bet365,Brighton & Hove Albion
Everton v Brighton & Hove Albion,Igor,3.5,NA,NA,Player Shots,Bet365,Brighton & Hove Albion
Everton v Brighton & Hove Albion,Iliman-Cheikh Ndiaye,0.5,1.22,NA,Player Shots,Bet365,NA
Everton v Brighton & Hove Albion,Iliman-Cheikh Ndiaye,1.5,1.9,1.8,Player Shots,Bet365,NA
Everton v Brighton & Hove Albion,Iliman-Cheikh Ndiaye,1.5,1.9,NA,Player Shots,Bet365,NA
Everton v Brighton & Hove Albion,Iliman-Cheikh Ndiaye,2.5,3.75,NA,Player Shots,Bet365,NA
Everton v Brighton & Hove Albion,Iliman-Cheikh Ndiaye,3.5,9,NA,Player Shots,Bet365,NA
Everton v Brighton & Hove Albion,Isaac Heath,0.5,1.16,NA,Player Shots,Bet365,NA
Everton v Brighton & Hove Albion,Isaac Heath,1.5,1.8,NA,Player Shots,Bet365,NA
Everton v Brighton & Hove Albion,Isaac Heath,2.5,3.4,NA,Player Shots,Bet365,NA
Everton v Brighton & Hove Albion,Isaac Heath,3.5,7,NA,Player Shots,Bet365,NA
Everton v Brighton & Hove Albion,Jack Grealish,0.5,1.16,NA,Player Shots,Bet365,Everton
